finding_id,study_id,polymer_code,polymer_parent,polymer_family,is_plastic,role,id_status,extraction_support,source
cov1851-P05,cov1851,PP,,Polyolefin,yes,field_detection,unverified,B,extraction
cov1851-P06,cov1851,PS,,Styrenic,yes,field_detection,unverified,B,extraction
cov1851-P07,cov1851,PC,,Polycarbonate,yes,field_detection,unverified,B,extraction
cov1851-P08,cov1851,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov1851-P09,cov1851,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov1851-P10,cov1851,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov1851-P11,cov1851,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov1851-P12,cov1851,PC,,Polycarbonate,yes,recovery_spike,known_material,,extraction
cov1851-P13,cov1851,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov1877-P01,cov1877,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1877-P02,cov1877,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1877-P03,cov1877,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov1877-P04,cov1877,PVOH,,Vinyl,yes,field_detection,unverified,B,extraction
cov1877-P05,cov1877,PMMA,ACR,Acrylic,yes,mentioned_uncertain,unverified,,extraction
cov1877-P06,cov1877,PVC,,Vinyl,yes,mentioned_uncertain,unverified,,extraction
cov1877-P07,cov1877,PS,,Styrenic,yes,mentioned_uncertain,unverified,,extraction
cov1877-P08,cov1877,PC,,Polycarbonate,yes,mentioned_uncertain,unverified,,extraction
cov1877-P09,cov1877,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov1877-P10,cov1877,PMMA,ACR,Acrylic,yes,recovery_spike,known_material,,extraction
cov1877-P11,cov1877,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov1877-P12,cov1877,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov1877-P13,cov1877,PC,,Polycarbonate,yes,recovery_spike,known_material,,extraction
cov1877-P14,cov1877,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov1877-P15,cov1877,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov1978-P01,cov1978,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1978-P02,cov1978,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1978-P03,cov1978,PVC,,Vinyl,yes,field_detection,unverified,B,extraction
cov1978-P04,cov1978,PLA,PEST,Polyester (bio-based),yes,field_detection,unverified,B,extraction
cov1978-P05,cov1978,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov1978-P06,cov1978,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1978-P07,cov1978,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,B,extraction
cov1978-P08,cov1978,PAN,ACR,Acrylic,yes,field_detection,unverified,B,extraction
cov1978-P09,cov1978,EP,,Thermoset,yes,field_detection,unverified,B,extraction
cov1978-P10,cov1978,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2016-P01,cov2016,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2016-P02,cov2016,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov2016-P03,cov2016,PS,,Styrenic,yes,reported,unverified,A,extraction
cov2016-P04,cov2016,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov2016-P05,cov2016,PET,PEST,Polyester,yes,mentioned_uncertain,unverified,,extraction
cov2016-P06,cov2016,PVC,,Vinyl,yes,mentioned_uncertain,unverified,,extraction
cov2016-P07,cov2016,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2016-P08,cov2016,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov2016-P09,cov2016,PMMA,ACR,Acrylic,yes,recovery_spike,known_material,,extraction
cov2016-P10,cov2016,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov2016-P11,cov2016,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2016-P12,cov2016,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov1854-P01,cov1854,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov1854-P02,cov1854,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2029-P01,cov2029,PS,,Styrenic,yes,exposure_material,known_material,,full_text
cov2029-P02,cov2029,PS,,Styrenic,yes,recovery_spike,known_material,,full_text
cov2046-P01,cov2046,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2046-P02,cov2046,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2072-P01,cov2072,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2072-P02,cov2072,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2072-P03,cov2072,PS,,Styrenic,yes,field_detection,unverified,B,extraction
cov2072-P04,cov2072,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2072-P05,cov2072,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2072-P06,cov2072,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2072-P07,cov2072,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2072-P08,cov2072,PA6,PA,Polyamide,yes,field_detection,unverified,B,extraction
cov2072-P09,cov2072,ABS,,Styrenic,yes,field_detection,unverified,B,extraction
cov2072-P10,cov2072,PC,,Polycarbonate,yes,field_detection,unverified,B,extraction
cov2072-P11,cov2072,SBR,,Elastomer,yes,mentioned_uncertain,unverified,,extraction
cov2072-P12,cov2072,PA66,PA,Polyamide,yes,mentioned_uncertain,unverified,,extraction
cov2072-P13,cov2072,PU,,Polyurethane,yes,mentioned_uncertain,unverified,,extraction
cov2081-P01,cov2081,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2081-P02,cov2081,PE-LD,PE,Polyolefin,yes,mentioned_uncertain,unverified,,extraction
cov2081-P03,cov2081,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2097-P01,cov2097,PS,,Styrenic,yes,reported,unverified,A,extraction
cov2097-P02,cov2097,PS-DVB,PS,Styrenic,yes,reported,unverified,B,extraction
cov2097-P03,cov2097,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2135-P01,cov2135,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2135-P02,cov2135,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2135-P03,cov2135,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2135-P04,cov2135,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2135-P05,cov2135,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2135-P06,cov2135,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2139-P01,cov2139,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2139-P02,cov2139,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov2139-P03,cov2139,PS,,Styrenic,yes,reported,unverified,A,extraction
cov2139-P04,cov2139,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov2139-P05,cov2139,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov2139-P06,cov2139,PE-LD,PE,Polyolefin,yes,reported,unverified,A,extraction
cov2139-P07,cov2139,PE-HD,PE,Polyolefin,yes,reported,unverified,A,extraction
cov2139-P08,cov2139,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2139-P09,cov2139,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2158-P01,cov2158,OTHER,,Other,yes,field_detection,unverified,B,extraction
cov2158-P02,cov2158,PET,PEST,Polyester,yes,mentioned_uncertain,unverified,,extraction
cov2158-P03,cov2158,PVC,,Vinyl,yes,mentioned_uncertain,unverified,,extraction
cov2158-P04,cov2158,PE,,Polyolefin,yes,mentioned_uncertain,unverified,,extraction
cov2158-P05,cov2158,PP,,Polyolefin,yes,mentioned_uncertain,unverified,,extraction
cov2158-P06,cov2158,PS,,Styrenic,yes,mentioned_uncertain,unverified,,extraction
cov2158-P07,cov2158,PA,,Polyamide,yes,mentioned_uncertain,unverified,,extraction
cov2158-P08,cov2158,PU,,Polyurethane,yes,mentioned_uncertain,unverified,,extraction
cov2162-P01,cov2162,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2162-P02,cov2162,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2162-P03,cov2162,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2162-P04,cov2162,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2162-P05,cov2162,PE-LD,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov2162-P06,cov2162,PE-HD,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov2162-P07,cov2162,PA66,PA,Polyamide,yes,field_detection,unverified,B,extraction
cov2162-P08,cov2162,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2162-P09,cov2162,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov2162-P10,cov2162,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov2166-P01,cov2166,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2166-P02,cov2166,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov2166-P03,cov2166,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov2166-P04,cov2166,PU,,Polyurethane,yes,reported,unverified,A,extraction
cov2166-P05,cov2166,PA,,Polyamide,yes,reported,unverified,A,extraction
cov2166-P06,cov2166,ALK,,Thermoset,yes,reported,unverified,A,extraction
cov2166-P07,cov2166,CELL,,Natural,no,mentioned_uncertain,unverified,,extraction
cov2166-P08,cov2166,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2166-P09,cov2166,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov2166-P10,cov2166,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov2166-P11,cov2166,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2166-P12,cov2166,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2166-P13,cov2166,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2170-P01,cov2170,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov2170-P02,cov2170,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov2170-P03,cov2170,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov2173-P01,cov2173,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2173-P02,cov2173,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2173-P03,cov2173,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2173-P04,cov2173,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2173-P05,cov2173,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2173-P06,cov2173,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2176-P01,cov2176,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2176-P02,cov2176,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2176-P03,cov2176,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2176-P04,cov2176,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2200-P01,cov2200,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2200-P02,cov2200,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2200-P03,cov2200,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2200-P04,cov2200,PA,,Polyamide,yes,field_detection,unverified,B,extraction
cov2200-P05,cov2200,PA66,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov2200-P06,cov2200,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2208-P01,cov2208,PE,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2208-P02,cov2208,PET,PEST,Polyester,yes,exposure_material,unverified,A,extraction
cov2208-P03,cov2208,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov2208-P04,cov2208,PMMA,ACR,Acrylic,yes,exposure_material,unverified,B,extraction
cov2208-P05,cov2208,PU,,Polyurethane,yes,exposure_material,unverified,B,extraction
cov2208-P06,cov2208,PE-LD,PE,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2208-P07,cov2208,ACR,,Acrylic,yes,exposure_material,unverified,A,extraction
cov2208-P08,cov2208,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2208-P09,cov2208,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov2208-P10,cov2208,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2208-P11,cov2208,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2208-P12,cov2208,ACR,,Acrylic,yes,recovery_spike,known_material,,extraction
cov2233-P01,cov2233,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2233-P02,cov2233,PP,,Polyolefin,yes,field_detection,unverified,B,extraction
cov2233-P03,cov2233,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2233-P04,cov2233,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2233-P05,cov2233,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2233-P06,cov2233,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2233-P07,cov2233,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2233-P08,cov2233,CELL,,Natural,no,field_detection,unverified,B,extraction
cov2243-P01,cov2243,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2243-P02,cov2243,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2243-P03,cov2243,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2243-P04,cov2243,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2243-P05,cov2243,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2243-P06,cov2243,PCL,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2243-P07,cov2243,PVOH,,Vinyl,yes,field_detection,unverified,B,extraction
cov2243-P08,cov2243,PVS,,Vinyl,yes,field_detection,unverified,A,extraction
cov2243-P09,cov2243,PC,,Polycarbonate,yes,field_detection,unverified,C,extraction
cov2243-P10,cov2243,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2247-P01,cov2247,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2247-P02,cov2247,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2247-P03,cov2247,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2247-P04,cov2247,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2247-P05,cov2247,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov2265-P01,cov2265,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2265-P02,cov2265,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2265-P03,cov2265,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2265-P04,cov2265,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2265-P05,cov2265,PC,,Polycarbonate,yes,field_detection,unverified,B,extraction
cov2265-P06,cov2265,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,B,extraction
cov2265-P07,cov2265,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2265-P08,cov2265,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2265-P09,cov2265,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2265-P10,cov2265,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2290-P01,cov2290,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2290-P02,cov2290,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2290-P03,cov2290,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2290-P04,cov2290,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2290-P05,cov2290,PA,,Polyamide,yes,field_detection,unverified,B,extraction
cov2290-P06,cov2290,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov2290-P07,cov2290,PVOH,,Vinyl,yes,field_detection,unverified,A,extraction
cov2290-P08,cov2290,ABS,,Styrenic,yes,field_detection,unverified,B,extraction
cov2290-P09,cov2290,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov2290-P10,cov2290,EVA,,Polyolefin,yes,field_detection,unverified,C,extraction
cov2290-P11,cov2290,PE-CL,PE,Polyolefin,yes,field_detection,unverified,C,extraction
cov2295-P01,cov2295,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2295-P02,cov2295,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2295-P03,cov2295,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2295-P04,cov2295,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2295-P05,cov2295,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2295-P06,cov2295,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2295-P07,cov2295,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov2295-P08,cov2295,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2295-P09,cov2295,PTFE,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov2295-P10,cov2295,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2313-P01,cov2313,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2313-P02,cov2313,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2313-P03,cov2313,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2313-P04,cov2313,CELL,,Natural,no,field_detection,unverified,B,extraction
cov2315-P01,cov2315,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2315-P02,cov2315,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2315-P03,cov2315,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2315-P04,cov2315,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2315-P05,cov2315,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2315-P06,cov2315,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2315-P07,cov2315,PA,,Polyamide,yes,field_detection,unverified,B,extraction
cov2315-P08,cov2315,PA66,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov2315-P09,cov2315,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2333-P01,cov2333,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov2333-P02,cov2333,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2333-P03,cov2333,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2333-P04,cov2333,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2333-P05,cov2333,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2333-P06,cov2333,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov2333-P07,cov2333,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2333-P08,cov2333,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2333-P09,cov2333,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2333-P10,cov2333,PB,,Elastomer,yes,field_detection,unverified,B,extraction
cov2333-P11,cov2333,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2333-P12,cov2333,NBR,,Elastomer,yes,field_detection,unverified,C,extraction
cov2337-P01,cov2337,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2337-P02,cov2337,PE-LD,PE,Polyolefin,yes,reported,unverified,B,extraction
cov2337-P03,cov2337,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2338-P01,cov2338,PS,,Styrenic,yes,recovery_spike,known_material,,full_text
cov2339-P01,cov2339,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2339-P02,cov2339,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2339-P03,cov2339,CELL,,Natural,no,field_detection,unverified,B,extraction
cov2341-P01,cov2341,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2341-P02,cov2341,PA,,Polyamide,yes,reported,unverified,A,extraction
cov2341-P03,cov2341,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov2341-P04,cov2341,PU,,Polyurethane,yes,reported,unverified,A,extraction
cov2341-P05,cov2341,PEST,,Polyester,yes,reported,unverified,A,extraction
cov2341-P06,cov2341,CELL,,Natural,no,reported,unverified,A,extraction
cov2341-P07,cov2341,ACR,,Acrylic,yes,reported,unverified,B,extraction
cov2344-P01,cov2344,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2344-P02,cov2344,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2344-P03,cov2344,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2344-P04,cov2344,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2363-P01,cov2363,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2363-P02,cov2363,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2363-P03,cov2363,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2368-P01,cov2368,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2368-P02,cov2368,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov2368-P03,cov2368,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov2368-P04,cov2368,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov2368-P05,cov2368,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov2368-P06,cov2368,PU,,Polyurethane,yes,reported,unverified,A,extraction
cov2368-P07,cov2368,PTFE,,Fluoropolymer,yes,reported,unverified,A,extraction
cov2368-P08,cov2368,EVA,,Polyolefin,yes,reported,unverified,A,extraction
cov2368-P09,cov2368,PPS,,Sulfide polymer,yes,reported,unverified,A,extraction
cov2368-P10,cov2368,SBR,,Elastomer,yes,reported,unverified,B,extraction
cov2368-P11,cov2368,POM,,Polyacetal,yes,reported,unverified,B,extraction
cov2368-P12,cov2368,PS,,Styrenic,yes,reported,unverified,B,extraction
cov2368-P13,cov2368,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2375-P01,cov2375,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2375-P02,cov2375,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2375-P03,cov2375,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2375-P04,cov2375,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2375-P05,cov2375,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2375-P06,cov2375,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2375-P07,cov2375,CELL,,Natural,no,field_detection,unverified,C,extraction
cov2375-P08,cov2375,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2375-P09,cov2375,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2375-P10,cov2375,PEST,,Polyester,yes,recovery_spike,known_material,,extraction
cov2396-P01,cov2396,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2396-P02,cov2396,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2396-P03,cov2396,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2396-P04,cov2396,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2396-P05,cov2396,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2416-P01,cov2416,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2416-P02,cov2416,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2416-P03,cov2416,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2416-P04,cov2416,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2416-P05,cov2416,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2418-P01,cov2418,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2418-P02,cov2418,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2418-P03,cov2418,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2418-P04,cov2418,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2418-P05,cov2418,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2418-P06,cov2418,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov2418-P07,cov2418,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov2418-P08,cov2418,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2418-P09,cov2418,PVOH,,Vinyl,yes,field_detection,unverified,B,extraction
cov2418-P10,cov2418,PMMA,ACR,Acrylic,yes,mentioned_uncertain,unverified,,extraction
cov2418-P11,cov2418,PS,,Styrenic,yes,mentioned_uncertain,unverified,,extraction
cov2439-P01,cov2439,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2439-P02,cov2439,MF,,Thermoset,yes,reported,unverified,B,extraction
cov2443-P01,cov2443,PE,,Polyolefin,yes,field_detection,contamination_qualified,,full_text
cov2443-P02,cov2443,PET,PEST,Polyester,yes,field_detection,contamination_qualified,,full_text
cov2443-P03,cov2443,PLA,PEST,Polyester (bio-based),yes,field_detection,contamination_qualified,,full_text
cov2443-P04,cov2443,PMMA,ACR,Acrylic,yes,field_detection,contamination_qualified,,full_text
cov2443-P05,cov2443,PP,,Polyolefin,yes,field_detection,contamination_qualified,,full_text
cov2443-P06,cov2443,PPTA,PA,Polyamide,yes,field_detection,contamination_qualified,,full_text
cov2443-P07,cov2443,PS,,Styrenic,yes,field_detection,contamination_qualified,,full_text
cov2443-P08,cov2443,PTFE,,Fluoropolymer,yes,blank_finding,confirmed,,full_text
cov2443-P09,cov2443,PVC,,Vinyl,yes,blank_finding,confirmed,,full_text
cov2443-P10,cov2443,PESU,,Sulfone polymer,yes,library_only,not_applicable,,full_text
cov2443-P11,cov2443,POM,,Polyacetal,yes,library_only,not_applicable,,full_text
cov2443-P12,cov2443,PDMS,,Silicone,yes,library_only,identity_unresolved,,full_text
cov2470-P01,cov2470,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2470-P02,cov2470,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2470-P03,cov2470,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2470-P04,cov2470,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2470-P05,cov2470,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2470-P06,cov2470,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2470-P07,cov2470,PA,,Polyamide,yes,field_detection,unverified,B,extraction
cov2470-P08,cov2470,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2470-P09,cov2470,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2470-P10,cov2470,EP,,Thermoset,yes,field_detection,unverified,A,extraction
cov2487-P01,cov2487,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2487-P02,cov2487,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov2487-P03,cov2487,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2487-P04,cov2487,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2487-P05,cov2487,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2487-P06,cov2487,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2487-P07,cov2487,EPM,,Polyolefin,yes,field_detection,unverified,C,extraction
cov2522-P01,cov2522,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2522-P02,cov2522,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
