finding_id,study_id,polymer_code,polymer_parent,polymer_family,is_plastic,role,id_status,extraction_support,source
cov4608-P16,cov4608,EP,,Thermoset,yes,field_detection,unverified,A,extraction
cov4608-P17,cov4608,PBAT,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4608-P18,cov4608,PTFE,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov4608-P19,cov4608,PE-CL,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4608-P20,cov4608,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4608-P21,cov4608,EAA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4608-P22,cov4608,SBR,,Elastomer,yes,field_detection,unverified,A,extraction
cov4608-P23,cov4608,FKM,,Elastomer,yes,field_detection,unverified,A,extraction
cov4608-P24,cov4608,POM,,Polyacetal,yes,field_detection,unverified,A,extraction
cov4608-P25,cov4608,PF,,Thermoset,yes,field_detection,unverified,C,extraction
cov4608-P26,cov4608,PSU,,Sulfone polymer,yes,field_detection,unverified,C,extraction
cov4608-P27,cov4608,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4608-P28,cov4608,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4608-P29,cov4608,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4610-P01,cov4610,PE,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov4610-P02,cov4610,PE-LD,PE,Polyolefin,yes,exposure_material,unverified,B,extraction
cov4610-P03,cov4610,PE-HD,PE,Polyolefin,yes,exposure_material,unverified,B,extraction
cov4610-P04,cov4610,PP,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov4610-P05,cov4610,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov4610-P06,cov4610,PS-E,PS,Styrenic,yes,exposure_material,unverified,B,extraction
cov4610-P07,cov4610,PA6,PA,Polyamide,yes,exposure_material,unverified,B,extraction
cov4610-P08,cov4610,PTFE,,Fluoropolymer,yes,exposure_material,unverified,A,extraction
cov4610-P09,cov4610,PMMA,ACR,Acrylic,yes,exposure_material,unverified,A,extraction
cov4610-P10,cov4610,PET,PEST,Polyester,yes,exposure_material,unverified,A,extraction
cov4610-P11,cov4610,PC,,Polycarbonate,yes,exposure_material,unverified,A,extraction
cov4610-P12,cov4610,PA,,Polyamide,yes,exposure_material,unverified,A,extraction
cov4610-P13,cov4610,PU,,Polyurethane,yes,exposure_material,unverified,A,extraction
cov4610-P14,cov4610,PVC,,Vinyl,yes,exposure_material,unverified,A,extraction
cov4610-P15,cov4610,CA,,Semi-synthetic cellulose,semi,exposure_material,unverified,A,extraction
cov4610-P16,cov4610,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov4610-P17,cov4610,PA6,PA,Polyamide,yes,recovery_spike,known_material,,extraction
cov4611-P01,cov4611,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4611-P02,cov4611,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4611-P03,cov4611,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4611-P04,cov4611,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4611-P05,cov4611,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4611-P06,cov4611,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4611-P07,cov4611,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov4611-P08,cov4611,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov4611-P09,cov4611,PTFE,,Fluoropolymer,yes,field_detection,unverified,B,extraction
cov4611-P10,cov4611,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4611-P11,cov4611,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4611-P12,cov4611,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4611-P13,cov4611,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4611-P14,cov4611,CA,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4611-P15,cov4611,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov4611-P16,cov4611,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,C,extraction
cov4612-P01,cov4612,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4612-P02,cov4612,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4612-P03,cov4612,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4612-P04,cov4612,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4612-P05,cov4612,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4612-P06,cov4612,PTFE,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov4614-P01,cov4614,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4614-P02,cov4614,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov4614-P03,cov4614,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4615-P01,cov4615,NBR,,Elastomer,yes,field_detection,confirmed,,full_text
cov4615-P02,cov4615,PDMS,,Silicone,yes,field_detection,identity_unresolved,,full_text
cov4615-P03,cov4615,PP,,Polyolefin,yes,field_detection,unverified,,full_text
cov4615-P04,cov4615,PA66,PA,Polyamide,yes,field_detection,unverified,,full_text
cov4615-P05,cov4615,PVC,,Vinyl,yes,field_detection,unverified,,full_text
cov4618-P01,cov4618,PET,PEST,Polyester,yes,exposure_material,known_material,,full_text
cov4619-P01,cov4619,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov4619-P02,cov4619,PA66,PA,Polyamide,yes,reported,unverified,B,extraction
cov4619-P03,cov4619,PC,,Polycarbonate,yes,reported,unverified,A,extraction
cov4619-P04,cov4619,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov4619-P05,cov4619,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov4619-P06,cov4619,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov4619-P07,cov4619,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4619-P08,cov4619,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov4619-P09,cov4619,PE-LD,PE,Polyolefin,yes,reported,unverified,B,extraction
cov4619-P10,cov4619,PE-HD,PE,Polyolefin,yes,reported,unverified,B,extraction
cov4619-P11,cov4619,PA,,Polyamide,yes,reported,unverified,C,extraction
cov4619-P12,cov4619,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4619-P13,cov4619,PA66,PA,Polyamide,yes,recovery_spike,known_material,,extraction
cov4619-P14,cov4619,PMMA,ACR,Acrylic,yes,recovery_spike,known_material,,extraction
cov4619-P15,cov4619,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov4619-P16,cov4619,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov4619-P17,cov4619,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4619-P18,cov4619,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4620-P01,cov4620,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4620-P02,cov4620,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4623-P01,cov4623,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov4623-P02,cov4623,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov4623-P03,cov4623,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4623-P04,cov4623,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov4623-P05,cov4623,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4623-P06,cov4623,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov4623-P07,cov4623,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4623-P08,cov4623,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4627-P01,cov4627,PET,PEST,Polyester,yes,field_detection,unverified,B,extraction
cov4627-P02,cov4627,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4627-P03,cov4627,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4627-P04,cov4627,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4627-P05,cov4627,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4627-P06,cov4627,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4627-P07,cov4627,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4627-P08,cov4627,CELL,,Natural,no,field_detection,unverified,B,extraction
cov4627-P09,cov4627,PEST,,Polyester,yes,field_detection,unverified,C,extraction
cov4628-P01,cov4628,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4628-P02,cov4628,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4628-P03,cov4628,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4628-P04,cov4628,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov4629-P01,cov4629,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4629-P02,cov4629,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4629-P03,cov4629,PA6,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov4629-P04,cov4629,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4629-P05,cov4629,PDMS,,Silicone,yes,field_detection,unverified,A,extraction
cov4629-P06,cov4629,EP,,Thermoset,yes,field_detection,unverified,A,extraction
cov4630-P01,cov4630,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4630-P02,cov4630,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4630-P03,cov4630,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4630-P04,cov4630,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4630-P05,cov4630,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4630-P06,cov4630,PE-LD,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov4630-P07,cov4630,PE-HD,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov4630-P08,cov4630,CELL,,Natural,no,field_detection,unverified,A,extraction
cov4630-P09,cov4630,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4631-P01,cov4631,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov4631-P02,cov4631,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4631-P03,cov4631,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov4631-P04,cov4631,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov4631-P05,cov4631,EPDM,,Elastomer,yes,reported,unverified,A,extraction
cov4631-P06,cov4631,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov4631-P07,cov4631,SBR,,Elastomer,yes,reported,unverified,A,extraction
cov4631-P08,cov4631,ACR,,Acrylic,yes,reported,unverified,A,extraction
cov4631-P09,cov4631,PEST,,Polyester,yes,reported,unverified,A,extraction
cov4631-P10,cov4631,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4631-P11,cov4631,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov4631-P12,cov4631,PS-E,PS,Styrenic,yes,recovery_spike,known_material,,extraction
cov4631-P13,cov4631,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov4631-P14,cov4631,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4632-P01,cov4632,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4632-P02,cov4632,CELL,,Natural,no,field_detection,unverified,A,extraction
cov4632-P03,cov4632,PVOH,,Vinyl,yes,field_detection,unverified,A,extraction
cov4632-P04,cov4632,PA6,PA,Polyamide,yes,field_detection,unverified,B,extraction
cov4632-P05,cov4632,PA66,PA,Polyamide,yes,field_detection,unverified,B,extraction
cov4632-P06,cov4632,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4632-P07,cov4632,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4632-P08,cov4632,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4632-P09,cov4632,PA,,Polyamide,yes,field_detection,unverified,C,extraction
cov4632-P10,cov4632,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov4633-P01,cov4633,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4633-P02,cov4633,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4633-P03,cov4633,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4633-P04,cov4633,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4633-P05,cov4633,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4633-P06,cov4633,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4634-P01,cov4634,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4634-P02,cov4634,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4634-P03,cov4634,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4634-P04,cov4634,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4634-P05,cov4634,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4634-P06,cov4634,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4634-P07,cov4634,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov4636-P01,cov4636,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4636-P02,cov4636,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov4636-P03,cov4636,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov4636-P04,cov4636,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4636-P05,cov4636,PMMA,ACR,Acrylic,yes,recovery_spike,known_material,,extraction
cov4636-P06,cov4636,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4638-P01,cov4638,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4639-P01,cov4639,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4639-P02,cov4639,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4639-P03,cov4639,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4639-P04,cov4639,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4639-P05,cov4639,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4639-P06,cov4639,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4639-P07,cov4639,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4639-P08,cov4639,PET,PEST,Polyester,yes,field_detection,unverified,B,extraction
cov4639-P09,cov4639,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4639-P10,cov4639,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4645-P01,cov4645,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4645-P02,cov4645,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4645-P03,cov4645,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4645-P04,cov4645,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4645-P05,cov4645,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4645-P06,cov4645,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4645-P07,cov4645,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4645-P08,cov4645,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4646-P01,cov4646,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4646-P02,cov4646,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov4646-P03,cov4646,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov4646-P04,cov4646,PA,,Polyamide,yes,reported,unverified,A,extraction
cov4646-P05,cov4646,PAN,ACR,Acrylic,yes,reported,unverified,B,extraction
cov4646-P06,cov4646,ACR,,Acrylic,yes,reported,unverified,A,extraction
cov4646-P07,cov4646,RAYON,,Semi-synthetic cellulose,semi,reported,unverified,A,extraction
cov4646-P08,cov4646,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov4646-P09,cov4646,PE-LD,PE,Polyolefin,yes,reported,unverified,B,extraction
cov4646-P10,cov4646,PE,,Polyolefin,yes,reported,unverified,C,extraction
cov4646-P11,cov4646,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4646-P12,cov4646,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov4646-P13,cov4646,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov4646-P14,cov4646,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov4646-P15,cov4646,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4646-P16,cov4646,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4646-P17,cov4646,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov4648-P01,cov4648,PA,,Polyamide,yes,reported,unverified,A,extraction
cov4648-P02,cov4648,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov4648-P03,cov4648,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov4648-P04,cov4648,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4648-P05,cov4648,PA6,PA,Polyamide,yes,recovery_spike,known_material,,extraction
cov4649-P01,cov4649,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4649-P02,cov4649,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4649-P03,cov4649,EPDM,,Elastomer,yes,field_detection,unverified,A,extraction
cov4649-P04,cov4649,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4649-P05,cov4649,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4649-P06,cov4649,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4649-P07,cov4649,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4649-P08,cov4649,ALK,,Thermoset,yes,field_detection,unverified,A,extraction
cov4649-P09,cov4649,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4649-P10,cov4649,ACR,,Acrylic,yes,field_detection,unverified,B,extraction
cov4649-P11,cov4649,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4649-P12,cov4649,EAA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4649-P13,cov4649,POM,,Polyacetal,yes,field_detection,unverified,A,extraction
cov4649-P14,cov4649,PDMS,,Silicone,yes,field_detection,unverified,A,extraction
cov4649-P15,cov4649,PMMA,ACR,Acrylic,yes,field_detection,unverified,C,extraction
cov4649-P16,cov4649,PHB,PEST,Polyester (bio-based),yes,field_detection,unverified,C,extraction
cov4649-P17,cov4649,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov4649-P18,cov4649,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov4650-P01,cov4650,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4650-P02,cov4650,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4650-P03,cov4650,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4650-P04,cov4650,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov4652-P01,cov4652,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4652-P02,cov4652,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4652-P03,cov4652,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4652-P04,cov4652,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4652-P05,cov4652,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4652-P06,cov4652,CELL,,Natural,no,field_detection,unverified,A,extraction
cov4652-P07,cov4652,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2826-P01,cov2826,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2826-P02,cov2826,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2826-P03,cov2826,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3533-P01,cov3533,PP,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov3533-P02,cov3533,CELL,,Natural,no,exposure_material,unverified,B,extraction
cov3533-P03,cov3533,PS,,Styrenic,yes,mentioned_uncertain,unverified,,extraction
cov4341-P01,cov4341,PS,,Styrenic,yes,reported,unverified,A,extraction
cov4341-P02,cov4341,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4625-P01,cov4625,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4625-P02,cov4625,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4625-P03,cov4625,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4625-P04,cov4625,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4625-P05,cov4625,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov4625-P06,cov4625,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4625-P07,cov4625,PC,,Polycarbonate,yes,field_detection,unverified,C,extraction
cov4625-P08,cov4625,PMMA,ACR,Acrylic,yes,field_detection,unverified,C,extraction
cov4641-P01,cov4641,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4641-P02,cov4641,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4641-P03,cov4641,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4641-P04,cov4641,PDMS,,Silicone,yes,field_detection,unverified,A,extraction
cov4641-P05,cov4641,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4641-P06,cov4641,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4641-P07,cov4641,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4641-P08,cov4641,ALK,,Thermoset,yes,field_detection,unverified,A,extraction
cov4641-P09,cov4641,PU,,Polyurethane,yes,field_detection,unverified,C,extraction
cov4641-P10,cov4641,PBT,PEST,Polyester,yes,field_detection,unverified,C,extraction
cov4641-P11,cov4641,PVOH,,Vinyl,yes,field_detection,unverified,C,extraction
cov4641-P12,cov4641,PET,PEST,Polyester,yes,field_detection,unverified,C,extraction
cov4641-P13,cov4641,ACR,,Acrylic,yes,field_detection,unverified,C,extraction
cov4647-P01,cov4647,PS,,Styrenic,yes,method_material,known_material,,full_text
cov4647-P02,cov4647,PE,,Polyolefin,yes,method_material,known_material,,full_text
cov4647-P03,cov4647,PET,PEST,Polyester,yes,method_material,known_material,,full_text
cov4647-P04,cov4647,PVC,,Vinyl,yes,method_material,known_material,,full_text
cov4647-P05,cov4647,CELL,,Natural,no,negative_control,known_material,,full_text
cov1388-P01,cov1388,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov1388-P02,cov1388,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov1388-P03,cov1388,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov1388-P04,cov1388,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1388-P05,cov1388,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
